SectorCodigo	MateriaCodigo	MateriaDescripcion	totalProfesores	conTituloCompatible	conTituloYFormacionCompatible
3	409	LABORATORIO DE ELECTROTECNIA(ELECTROT.-LABORAT)   	10	7	3
3	411	TALLER MECANICO                                   	3	2	1
3	412	ELECTRICIDAD Y ELECTRONICA DEL AUTOMOVIL          	1	0	0
3	413	CALCULO DIFERENCIAL E INTEGRAL                    	1	0	0
3	414	QUIMICA ANALITICA                                 	1	1	0
3	415	FISICO-QUIMICA                                    	1	1	0
3	416	MICROBIOLOGIA INDUSTRIAL                          	2	0	0
3	417	TALLER DE SERVICIOS INDUSTRIALES                  	1	0	0
3	418	MERCADOTECNIA Y GABINETE (INFORMATICA)            	1	0	0
3	419	SEMINARIO CONTABLE/GABINETE CONTABLE              	52	47	33
3	420	GUARANI (GUARA ÑEE                                	309	290	283
3	422	HIDRAULICA Y MAQUINAS HIDRAULICAS                 	1	0	0
3	424	HORTICULTURA                                      	1	0	0
3	426	HISTORIA DEL DISEÑO                               	1	0	0
3	429	PATOLOGIA/PATOLOGIA GENERAL                       	10	2	0
3	435	INGLES                                            	189	132	121
3	436	INFORMATICA / APLICACIONES INFORMATICAS           	68	43	18
3	437	INSTALACIONES/ELECT.(DIB.TEC.TALLER-DIS-PROY-PRES)	9	4	2
3	452	INTRODUCCION A LA ECONOMIA                        	23	18	9
3	454	ILUSTRACION                                       	2	1	1
3	455	INDUSTRIA GRAFICA                                 	1	0	0
3	459	ORIENTACION EDUCACIONAL Y RELACIONES HUMANAS      	1	0	0
3	480	LABORATORIO                                       	8	1	0
3	482	LABORATORIO DE MECANICA                           	4	0	0
3	486	LABORATORIO DE ELECTRONICA                        	2	2	1
3	551	CASTELLANO/LENG. Y LIT. CASTELL/LENG. Y LITERATURA	308	243	222
3	555	LITERATURA - EDUC.IDIOMATICA (BACHILLERATO)       	1	0	0
3	565	MANEJO Y CONSERV.DE RECURSOS NATURALES            	3	0	0
3	570	MARKETING/INTRODUCCION/GASTRONOMICO               	1	0	0
3	580	MATEMATICA / MATEMATICA Y SU DIDACTICA            	300	275	238
3	582	MOTORES CI                                        	1	0	0
3	584	MATEMATICA APLICADA (INFORM. /A LA VIDA COTIDIANA)	32	27	23
3	585	MECANICA APLICADA                                 	5	0	0
3	587	MECANICA/GENERAL/CUANTICA                         	1	0	0
3	597	OPERACIONES UNITARIAS                             	1	1	0
3	609	MAQUINAS Y EQUIPAMIENTOS                          	1	1	1
3	611	MERCADOTECNIA                                     	28	26	14
3	612	METODOLOGIA DE LA INVESTIGACION (TRAB. CIENTIFICO)	2	1	1
3	621	NUTRICION/DIETETICA                               	12	4	0
3	631	ADMINISTRACION DE LOS RECURSOS NATURALES          	1	1	0
3	652	PASANTIA                                          	11	0	0
3	683	PLANIFICACION Y ELABORACION DE PROYECTO           	2	0	0
3	687	ENFERMERIA(FUNDAMENTOS)/INTROD.A LA ENFER./BASICA 	1	1	0
3	690	PUBLICIDAD                                        	1	1	0
3	693	PSICOLOGIA (DEPORTIVA)                            	219	34	18
3	697	QUIMICA                                           	234	140	124
3	713	SALUD COMUNITARIA                                 	1	0	0
3	715	SALUD PUBLICA/ENFERMERIA SALUD PUBLICA            	1	1	0
3	720	SOCIOLOGIA                                        	108	94	78
3	730	SEGURIDAD E HIGIENE/ALIMENTARIA                   	2	0	0
3	731	SEGURIDAD E HIGIENE INDUSTRIAL                    	1	0	0
3	744	SEMINARIO/DE LA FILOSOFIA/INTERDISCIPL/DE HISTORIA	1	0	0
3	770	TALLER                                            	8	0	0
3	772	TECNOLOGIA DE ALIMENTOS/ALIMENTARIA               	1	0	0
3	773	TECNOLOGIA DE LA ENERGIA                          	2	0	0
3	778	TALLER DE INFORMATICA                             	1	0	0
3	781	TALLER DE DISEÑO                                  	3	2	0
3	784	TECNOLOGIA TEXTIL                                 	2	0	0
3	786	GABINETE DE INFORMATICA - HARDWARE                	18	16	5
3	787	GABINETE DE INFORMATICA - SOFTWARE                	20	18	5
3	816	RECURSOS NATURALES (DEL PARAGUAY)                 	1	1	1
3	862	LENGUA Y LITERATURA GUARANI                       	4	4	4
3	865	CONTABILIDAD FINANCIERA                           	1	0	0
3	875	TECNOLOGIA MECANICA                               	4	3	1
3	892	ANTROPOLOGIA SOCIAL Y CULTURAL                    	133	84	72
3	903	HOTELERIA                                         	3	0	0
3	904	GASTRONOMIA                                       	2	1	0
3	926	ENTRENAMIENTO OPERACIONAL                         	2	0	0
3	927	METODOS Y TIEMPOS                                 	1	0	0
3	933	ANATOMIA                                          	3	2	2
3	934	ECONOMIA                                          	2	0	0
3	935	NUTRICION DEL DEPORTISTA                          	3	1	0
3	956	CALIDAD / GESTION DE CALIDAD                      	1	1	1
3	995	PLAN OPTATIVO/PLAN DIFERENCIADO                   	256	0	0
3	1003	PROYECTO INDUSTRIAL                               	1	0	0
3	1058	PROYECTO DE PRODUCCION ARTESANAL                  	1	0	0
3	1187	MOLDES ARTESANALES                                	1	0	0
3	1192	ADMINISTRACION TURISTICA                          	4	0	0
3	1245	COMUNICACION ORAL Y ESCRITA                       	8	0	0
3	1397	FRUTICULTURA-SILVICULTURA                         	1	0	0
3	1398	FRUTICULTURA-SILVICULTURA-HORTICULTURA            	26	9	4
3	1399	AGRICULTURA Y PASTURA                             	22	7	3
3	1403	FILOSOFIA Y ANTROPOLOGÍA SOCIAL                   	194	33	31
3	1404	ORIENT.EDUC.Y SOCIOLABORAL SERV.SOCIAL Y PROD.COMU	318	50	36
3	1405	INVESTIGACIÓN SOCIAL Y ESTADÍSTICA                	173	118	107
3	1406	AGROECOLOGIA-METEROLOGÍA-BIOLOGIA GRAL.           	1	0	0
3	1407	ADMIN.RECURSOS NATUR.GEOLOGICOS Y EDAFOLOGICOS    	1	0	0
3	1408	LEGISLACIÓN AMBIENTAL-EVAL. IMPACTO AMBIENTAL     	1	1	1
3	1409	METOD.DE LA INVEST. SOCIOLOGIA.RURAL Y URBANA     	3	1	1
3	1410	DISEÑO Y ELAB. DE PROY.ECONOMÍA AMBIENTAL         	1	0	0
3	1416	CONTABILIDAD Y LEGISLACIÓN APLICADA               	57	49	31
3	1417	TURISMO Y ECOTURISMO                              	3	0	0
3	1418	ENFERMERÍA Y PRÁCTICA                             	19	14	4
3	1419	SALUD PÚBLICA Y COMUNITARIA                       	20	14	4
3	1420	DISEÑO.PROYECT.YPRESUP.Y ANALISIS DE PRODUCTOS    	3	0	0
3	1421	PLANEAM.                                          	4	1	0
3	1422	ENTRENAMIENTO OPERACIONAL                         	5	0	0
3	1423	TALLER MECANICO.-SEG.e HIG.-ELECTROTECNIA         	4	1	0
3	1427	DIBUJO                                            	6	0	0
3	1429	TALLER DE MECÁNICA-SEGURIDAD e HIGIENE            	6	2	2
3	1435	GEOLOGIA Y EDUCACION AMBIENTAL Y SALUD            	60	3	3
3	1436	TRABAJO ARTESANALES                               	1	0	0
3	1437	EQUIPOS ARTESANALES                               	1	0	0
3	1438	MODELAJE E INFORMATICA                            	2	0	0
3	1486	LOGICA MATEMATICA Y ESTADISTICA                   	63	46	37
3	1489	QUIMICA INORGANICA Y ORGANICA                     	1	1	1
